src	trg	w
2909	1804	11
2732	1804	3
1551	1804	16
3057	1805	17
1193	1807	2
3059	1807	1
397	1810	14
496	1810	3
2723	1810	16
1282	1810	11
970	1810	9
633	1810	15
775	1810	14
480	1810	3
304	1810	18
150	1810	10
594	1810	9
488	1810	13
711	1810	2
751	1810	14
536	1810	7
1325	1810	18
499	1810	5
702	1810	12
1047	1812	9
17	1813	8
733	1813	8
2849	1814	17
2504	1814	10
2098	1814	16
2729	1815	11
2647	1817	20
902	1817	12
147	1819	19
1825	1821	15
1894	1821	13
2098	1821	7
85	1824	18
1821	1825	12
1894	1825	14
2098	1825	18
2384	1827	3
1173	1827	17
3627	1827	1
224	1827	5
1787	1827	15
1517	1827	4
147	1827	1
3949	1828	20
1717	1829	13
240	1832	7
435	1834	14
420	1834	11
2705	1837	6
596	1837	13
1666	1837	14
638	1837	5
733	1838	15
2269	1840	4
1456	1840	14
2152	1840	12
2349	1840	18
2563	1840	5
795	1840	19
3905	1843	1
2276	1843	5
1938	1843	15
2508	1843	10
2404	1843	12
3480	1844	12
3745	1844	8
3989	1844	4
3447	1844	14
1044	1844	4
3370	1844	11
2556	1844	3
3168	1844	2
1333	1844	10
147	1848	18
3061	1848	9
1398	1848	4
57	1849	13
641	1856	15
995	1856	19
733	1856	16
1184	1856	10
634	1856	12
619	1856	2
1137	1859	11
4149	1860	7
504	1860	1
1402	1860	16
868	1861	4
1617	1862	10
2494	1862	13
2441	1862	3
493	1863	18
3736	1863	11
565	1863	18
2996	1863	5
414	1863	15
3429	1863	6
2609	1863	8
1419	1863	19
2404	1863	2
3177	1866	10
4079	1868	5
2153	1868	5
1843	1868	8
2876	1868	20
1043	1868	19
1333	1869	1
3545	1869	9
1273	1869	19
2277	1869	8
2688	1869	20
2559	1869	16
2610	1869	16
1891	1869	10
1999	1869	1
2118	1869	5
1019	1869	8
1757	1869	17
1098	1869	18
855	1869	3
2216	1869	1
3732	1871	1
2671	1871	10
2957	1871	16
2960	1871	14
1240	1871	11
2101	1871	17
3191	1872	14
2818	1872	14
2553	1872	5
2847	1872	19
3271	1872	19
2875	1872	19
1999	1873	2
1355	1873	13
3251	1873	5
3460	1873	2
1607	1873	11
1282	1873	8
2967	1874	7
2713	1874	17
2876	1874	2
3207	1874	1
3482	1874	19
646	1875	10
453	1875	14
1216	1876	7
1639	1877	2
1422	1877	5
993	1877	13
2732	1877	9
3287	1877	12
889	1877	3
1350	1877	6
414	1877	10
300	1879	14
2652	1879	13
733	1879	5
2227	1879	4
2038	1879	7
2101	1879	15
2060	1879	11
1909	1879	15
2600	1881	18
2917	1882	9
30	1882	7
364	1882	1
733	1883	15
687	1883	4
1102	1886	4
3780	1887	14
1914	1887	12
4121	1888	20
642	1889	9
370	1889	2
514	1889	9
3579	1889	7
127	1889	20
1988	1889	10
1499	1889	12
2069	1889	20
931	1889	20
272	1889	2
1919	1889	16
11	1889	5
1465	1889	13
273	1889	13
330	1889	11
84	1889	3
627	1889	20
1734	1889	16
173	1889	18
77	1889	13
1398	1889	17
147	1889	7
395	1889	16
306	1889	10
1739	1889	5
704	1890	5
2967	1891	4
1999	1891	8
855	1891	16
3354	1891	5
3438	1891	5
3129	1891	2
2429	1891	15
2142	1891	3
2385	1891	7
1019	1891	4
3270	1891	12
3113	1891	5
2998	1891	13
1760	1891	1
2048	1891	8
2319	1891	20
2398	1891	14
1098	1891	14
1869	1891	19
1398	1892	10
272	1892	10
492	1892	5
799	1892	15
306	1892	1
147	1892	20
2034	1892	5
127	1892	8
1514	1893	4
1825	1894	15
1821	1894	11
2098	1894	9
1919	1895	7
19	1895	11
2066	1895	16
496	1895	7
306	1895	4
147	1895	11
79	1895	9
326	1895	15
548	1895	19
1047	1895	13
530	1895	13
2770	1896	5
3764	1896	19
3259	1896	8
1449	1896	13
2949	1896	1
1398	1898	4
389	1899	17
403	1899	13
3258	1900	18
1729	1900	12
3606	1900	12
3596	1900	16
3958	1902	13
3823	1902	3
3954	1903	5
3587	1904	14
3109	1904	5
2075	1905	8
3165	1905	19
1750	1905	11
2777	1906	10
1333	1906	4
3271	1906	6
2707	1906	17
2746	1906	10
2385	1906	8
1138	1906	7
2268	1906	16
3237	1907	13
3415	1908	12
4151	1909	16
2682	1909	18
3890	1909	16
2660	1909	9
2959	1909	5
2038	1909	5
641	1909	7
1443	1909	18
1049	1909	6
653	1909	6
2060	1909	18
1934	1909	17
634	1909	8
2016	1909	15
1879	1909	14
1949	1909	7
1583	1909	7
1942	1911	10
3622	1912	3
2940	1914	4
2996	1914	4
1123	1914	14
1497	1914	6
1693	1914	14
3053	1916	15
1669	1916	11
79	1919	1
1895	1919	12
582	1919	14
892	1919	7
2416	1919	8
3774	1919	10
3579	1919	12
2879	1919	3
947	1919	8
2370	1919	7
2396	1919	9
139	1919	19
1307	1919	10
530	1919	6
3061	1919	4
228	1919	19
507	1919	10
272	1919	4
461	1919	8
273	1919	4
1256	1919	5
2069	1919	4
296	1919	14
1889	1919	5
1852	1919	9
25	1919	13
1892	1919	9
436	1919	2
496	1919	7
1047	1919	2
330	1919	20
50	1919	7
84	1919	17
102	1919	6
1287	1919	14
306	1919	3
1398	1919	16
14	1919	1
77	1919	12
96	1919	2
147	1919	16
1603	1919	6
2428	1920	3
3018	1920	16
4085	1920	20
1398	1920	12
11	1920	4
102	1920	2
291	1920	6
243	1920	20
1085	1920	16
375	1920	18
411	1920	16
2061	1920	18
2006	1920	16
2127	1920	4
178	1920	13
770	1920	4
3023	1920	16
2828	1920	5
656	1920	5
3505	1920	10
326	1920	14
525	1920	9
1204	1920	17
18	1920	20
2157	1921	13
3209	1921	10
1743	1921	19
2831	1921	1
1554	1921	18
738	1921	16
1750	1922	7
2545	1924	11
2608	1924	16
2777	1926	13
3271	1926	15
2255	1926	7
3689	1926	11
2012	1926	14
2533	1926	18
3122	1927	17
3507	1927	18
565	1928	13
908	1931	8
2965	1931	19
3174	1932	12
3472	1932	2
1331	1932	16
2069	1932	1
565	1934	10
3255	1934	2
1006	1934	17
2620	1934	6
1909	1934	8
300	1934	14
1950	1934	6
853	1935	14
3827	1936	2
2665	1936	12
1250	1936	8
2340	1936	17
855	1936	9
1673	1936	13
2597	1936	4
2908	1936	7
3129	1936	8
536	1936	18
1075	1936	20
711	1936	1
2947	1936	8
1245	1936	12
1607	1936	10
499	1936	2
3660	1937	8
1993	1937	10
876	1938	7
4149	1938	13
4033	1938	15
4058	1938	2
1618	1938	2
3408	1938	2
733	1938	13
1843	1938	8
3016	1938	18
1743	1938	5
3132	1938	9
1343	1938	14
2003	1941	3
3837	1941	3
1911	1942	13
3940	1943	7
2001	1943	15
2261	1944	5
2427	1944	8
3413	1944	5
3322	1944	8
2629	1944	6
819	1944	13
2209	1944	6
403	1945	6
2101	1946	6
565	1949	3
2631	1949	12
1320	1949	5
2831	1949	11
733	1949	13
2909	1949	18
1006	1949	14
1909	1949	7
3091	1950	9
3005	1950	15
1006	1950	12
2518	1950	10
1583	1950	11
593	1950	7
1934	1950	3
1895	1952	2
171	1952	1
514	1952	9
3061	1952	8
496	1952	10
1415	1952	2
228	1952	12
326	1952	6
272	1952	18
2034	1952	9
2214	1952	13
239	1952	2
77	1952	20
79	1952	1
2396	1952	9
306	1952	14
147	1952	2
1739	1952	2
3183	1959	20
3648	1959	12
1190	1959	9
3300	1959	2
1729	1959	3
2398	1962	3
923	1962	9
819	1962	3
2090	1962	17
1556	1963	2
778	1963	11
3407	1964	17
2607	1967	16
3111	1967	18
2118	1967	5
1398	1967	8
1792	1967	16
2494	1968	20
2633	1968	7
3956	1970	16
2519	1970	10
2786	1970	16
31	1970	17
656	1970	8
111	1970	14
177	1970	19
2322	1970	20
2122	1970	9
1255	1970	9
1560	1971	13
1526	1971	16
363	1971	12
2006	1971	2
3574	1971	13
1173	1971	6
1729	1971	9
53	1971	11
436	1971	3
830	1971	4
805	1971	19
173	1971	7
77	1971	1
733	1971	3
2815	1971	10
1398	1971	12
563	1971	1
306	1971	3
147	1971	10
498	1971	17
751	1974	12
1495	1977	8
408	1978	4
2521	1978	3
733	1983	16
1539	1983	9
1398	1984	16
2800	1984	20
1058	1984	3
2122	1984	4
50	1984	15
1174	1984	7
3956	1986	9
111	1986	12
121	1986	12
48	1986	6
469	1986	18
177	1986	14
326	1986	13
31	1986	4
123	1986	8
1020	1986	8
563	1986	7
946	1987	5
1048	1987	19
1160	1988	9
2884	1988	17
3975	1988	11
0	1988	12
3761	1988	20
1132	1988	17
76	1988	7
609	1988	7
514	1988	12
2600	1988	1
472	1988	3
2440	1988	18
236	1988	4
1990	1988	15
346	1988	8
1889	1988	5
305	1988	8
244	1988	3
147	1988	7
2396	1988	16
2860	1988	3
2069	1988	2
349	1988	8
582	1988	7
488	1988	8
1734	1988	20
2411	1988	17
1652	1988	2
461	1988	13
77	1988	11
12	1988	16
1398	1988	4
117	1988	2
76	1990	12
1988	1990	19
2884	1990	1
303	1990	1
2335	1990	17
943	1990	10
128	1990	13
633	1990	4
565	1990	9
1024	1990	15
150	1990	12
174	1990	17
285	1990	4
499	1990	13
1398	1992	19
2009	1993	13
1144	1993	16
1937	1993	10
3660	1993	1
2954	1993	14
2864	1993	9
1398	1994	8
151	1995	3
3288	1999	18
3452	1999	4
1873	1999	6
1891	1999	3
889	1999	18
2357	1999	9
855	1999	11
2585	1999	9
1138	1999	9
1422	1999	18
2902	1999	16
3070	1999	10
3270	1999	8
1212	1999	18
2779	1999	15
1193	1999	17
2267	1999	2
2561	1999	10
2875	2001	11
3202	2001	18
3877	2001	18
1943	2001	14
3940	2001	8
1708	2001	19
3168	2001	16
2909	2001	13
1019	2001	15
3545	2001	12
1089	2001	3
3462	2001	17
1333	2001	20
322	2001	4
1752	2001	18
1472	2001	7
2396	2002	12
411	2002	8
1941	2003	5
4081	2006	17
3057	2006	12
1707	2006	19
1920	2006	2
173	2006	15
77	2006	16
1971	2006	7
2189	2006	8
3505	2006	11
364	2006	12
411	2006	17
3018	2006	20
770	2006	15
2858	2006	10
272	2006	19
2396	2006	10
410	2006	14
627	2006	2
2828	2006	20
1429	2006	19
19	2006	15
1476	2006	14
192	2006	12
2428	2006	16
1531	2006	5
53	2006	6
496	2006	18
11	2006	3
84	2006	5
2318	2006	4
1522	2006	20
1535	2006	10
525	2006	18
224	2006	19
96	2006	17
656	2006	17
2052	2006	18
1398	2006	10
892	2006	11
375	2006	9
507	2006	18
1287	2006	2
3642	2009	16
2657	2010	10
306	2011	15
272	2011	20
84	2011	1
1120	2011	6
2357	2012	7
3590	2012	15
2665	2012	4
1671	2012	5
1926	2012	19
3689	2012	5
3333	2012	4
2101	2012	12
2554	2012	6
1333	2012	11
2448	2015	1
3347	2016	7
4135	2016	20
1729	2016	16
2940	2016	18
2506	2016	16
2938	2016	17
3452	2016	8
686	2016	17
3170	2016	10
2529	2016	20
1006	2016	16
1795	2016	19
1389	2016	7
1583	2016	17
1665	2016	16
1320	2016	10
2118	2016	10
2518	2016	17
2349	2016	3
1206	2016	5
1746	2016	18
1717	2016	3
1909	2016	5
2152	2016	5
1388	2016	13
625	2016	4
414	2016	7
2596	2019	19
1013	2020	7
4079	2024	20
3431	2024	10
2061	2025	13
1301	2026	13
2217	2026	17
3021	2027	13
812	2027	15
536	2029	14
1296	2029	18
480	2029	1
2851	2030	12
1289	2031	9
515	2032	17
147	2032	11
876	2032	14
2606	2033	18
711	2033	16
3574	2034	4
2102	2034	2
3323	2034	3
1462	2034	17
3578	2034	19
472	2034	6
180	2034	3
139	2034	18
530	2034	4
2069	2034	17
1952	2034	6
203	2034	9
204	2034	20
492	2034	8
192	2034	12
1892	2034	12
306	2034	13
582	2034	14
829	2034	9
147	2034	2
77	2034	7
317	2034	8
14	2034	9
239	2034	2
87	2034	1
98	2034	2
1319	2035	12
616	2037	16
3823	2040	20
2915	2040	8
2875	2040	9
2092	2040	2
3325	2040	13
3149	2040	16
3197	2040	12
3097	2040	16
2967	2040	9
3619	2040	2
1283	2040	17
3198	2040	7
1817	2040	13
503	2040	17
2546	2040	5
2139	2040	15
2267	2040	6
1063	2040	1
2334	2040	9
3058	2040	17
3957	2043	10
2202	2043	5
1246	2044	17
303	2044	11
305	2044	13
147	2044	20
2411	2044	12
236	2044	13
27	2044	12
1726	2046	5
591	2046	5
834	2046	2
1729	2048	4
3845	2048	5
2216	2048	8
476	2050	3
1764	2051	10
173	2052	16
2428	2052	5
411	2052	4
1398	2052	8
96	2052	9
892	2052	17
1287	2052	18
11	2052	4
2396	2052	14
2828	2052	9
375	2052	14
2729	2052	13
1476	2052	11
2318	2052	1
2189	2052	14
2006	2052	9
507	2052	19
777	2058	15
922	2058	9
306	2058	17
2384	2058	17
1398	2058	13
1443	2060	16
2038	2060	9
2682	2060	5
1879	2060	18
1909	2060	5
1398	2061	10
656	2061	12
2025	2061	19
525	2061	12
1398	2062	6
2448	2062	19
1030	2062	19
577	2062	7
2163	2063	4
566	2063	4
1606	2063	9
147	2065	9
11	2065	16
1895	2066	12
1398	2066	4
147	2066	3
63	2069	18
811	2069	4
1932	2069	17
2600	2069	5
1645	2069	2
2396	2069	7
1734	2069	12
2481	2069	8
1047	2069	14
1988	2069	11
1560	2069	4
538	2069	6
1889	2069	12
272	2069	9
249	2069	9
154	2069	3
1919	2069	8
139	2069	12
582	2069	7
1398	2069	16
2178	2069	12
306	2069	5
317	2069	20
330	2069	8
77	2069	10
384	2069	10
96	2069	1
147	2069	19
3549	2073	17
413	2073	13
3565	2073	18
2831	2073	7
386	2073	5
1992	2073	10
963	2073	5
1618	2073	1
1335	2073	3
1569	2073	8
503	2073	15
4062	2074	19
2441	2074	15
2855	2074	9
1054	2074	2
188	2074	19
271	2074	15
964	2074	4
1308	2074	3
1905	2075	20
3922	2075	4
2140	2075	1
3595	2075	9
3165	2075	8
3966	2076	10
147	2077	4
3956	2080	14
2598	2080	16
1359	2084	1
1093	2084	13
394	2084	8
2247	2084	10
2482	2084	15
487	2084	11
2815	2086	5
781	2086	12
523	2086	6
334	2086	13
1895	2086	4
204	2086	16
2304	2086	9
3579	2086	15
179	2086	4
563	2086	11
123	2086	5
1462	2086	10
359	2086	11
3574	2086	9
77	2086	13
79	2086	10
34	2086	9
3061	2086	7
2187	2086	14
1719	2086	19
11	2086	10
102	2086	19
522	2086	12
507	2086	14
1971	2086	7
1522	2086	13
1048	2086	13
2178	2086	2
42	2086	19
24	2086	6
761	2087	16
830	2087	10
2416	2087	17
1015	2087	1
1709	2087	18
1777	2089	7
4106	2089	2
2546	2089	10
899	2089	10
1962	2090	6
973	2091	6
2896	2091	3
1931	2091	3
1335	2091	8
4099	2092	8
804	2092	15
3196	2093	15
3895	2093	18
1689	2093	4
2371	2093	14
1185	2094	17
2689	2094	20
77	2094	19
2095	2094	10
439	2095	4
1185	2095	1
2094	2095	13
2777	2097	20
3168	2097	12
3108	2097	8
1726	2097	10
3271	2097	17
2277	2097	8
1825	2098	14
1994	2098	10
1814	2098	12
1821	2098	12
1894	2098	10
3316	2099	10
3587	2099	7
4151	2101	17
4123	2101	16
1443	2101	14
2532	2101	10
2012	2101	2
2349	2101	10
1946	2101	3
2038	2101	16
1879	2101	9
1871	2101	10
1240	2101	11
2034	2102	14
582	2102	2
3578	2102	4
147	2102	5
3436	2105	16
927	2105	2
1539	2107	6
592	2108	13
2521	2109	1
3991	2112	1
2441	2112	10
1717	2112	4
3083	2112	19
2478	2112	7
414	2112	15
2902	2112	10
306	2112	6
3389	2112	2
2732	2112	17
1031	2113	11
3129	2118	5
550	2118	10
1967	2118	18
1869	2118	3
2016	2118	1
2631	2119	6
3009	2120	13
976	2122	1
1729	2122	14
2856	2122	19
1984	2122	18
3452	2124	14
3940	2124	16
2222	2124	14
853	2124	16
2277	2124	9
4063	2124	10
2162	2124	10
3271	2124	8
1294	2124	10
2509	2124	13
1682	2124	20
3202	2124	18
1273	2124	9
3131	2125	18
2710	2126	4
1085	2127	1
1920	2127	6
860	2127	8
291	2127	4
3150	2127	7
96	2127	11
132	2127	15
1398	2127	1
243	2127	11
1729	2127	3
1655	2129	18
4151	2132	15
640	2132	7
202	2132	11
2959	2132	15
1934	2132	5
846	2133	19
653	2133	5
96	2135	18
50	2135	7
832	2136	17
648	2136	8
3569	2138	1
622	2138	4
2967	2139	9
3058	2139	3
3207	2139	6
855	2139	3
2040	2139	13
3595	2140	19
2075	2140	19
2184	2141	13
812	2141	12
1402	2141	18
1212	2142	8
1708	2142	12
1611	2142	3
3844	2142	11
2508	2142	15
1726	2142	15
1333	2142	19
3168	2142	3
2777	2142	10
1891	2142	20
1682	2142	9
2429	2142	3
2847	2142	17
1580	2142	11
853	2142	7
1234	2142	12
3137	2142	3
2591	2142	1
2546	2142	4
2267	2142	14
1403	2142	17
1757	2142	17
2268	2142	3
855	2142	9
834	2142	2
1504	2145	9
1684	2145	12
2762	2149	5
2269	2152	10
1840	2152	19
2349	2152	16
2016	2152	4
1868	2153	5
2478	2153	11
3083	2153	20
1398	2153	13
2204	2155	15
2495	2156	16
1190	2156	13
144	2156	16
550	2156	16
1020	2156	10
1921	2157	8
1366	2157	20
2535	2162	9
3339	2162	12
1272	2162	2
2124	2162	17
2902	2162	15
3439	2162	11
798	2162	9
3287	2162	16
1067	2163	19
2010	2163	17
2063	2163	7
1606	2163	4
2396	2167	15
727	2167	6
1350	2168	20
3178	2169	4
1065	2170	19
1898	2174	1
1484	2176	15
1454	2176	4
3861	2176	7
745	2176	12
855	2176	9
3457	2176	14
1041	2176	7
1695	2176	3
1060	2176	5
2333	2176	9
1098	2176	4
334	2178	12
180	2178	7
3574	2178	10
1047	2178	5
139	2178	5
1120	2178	13
19	2178	7
1619	2178	10
1560	2178	4
2011	2178	12
1259	2178	13
42	2178	9
49	2178	9
2815	2178	18
1462	2178	20
57	2178	3
1971	2178	7
154	2178	17
34	2178	7
204	2178	14
2069	2178	15
2034	2178	15
77	2178	11
105	2178	2
306	2178	15
2086	2178	1
3077	2179	9
1440	2179	11
1060	2179	19
1282	2179	15
1398	2180	10
900	2180	1
452	2180	17
1591	2181	13
2478	2181	16
1605	2182	17
745	2183	8
1637	2184	11
928	2184	10
314	2185	16
1762	2187	10
306	2187	17
102	2187	8
131	2187	19
563	2187	12
841	2187	19
496	2187	9
1251	2188	16
2864	2188	19
496	2189	9
410	2189	20
306	2189	2
2428	2189	8
3505	2189	8
77	2189	2
3018	2189	18
515	2189	2
770	2189	7
1471	2189	9
2052	2189	19
1531	2189	12
1476	2189	8
11	2189	8
96	2189	10
1287	2189	1
2318	2189	13
507	2189	4
375	2189	17
2006	2189	18
1398	2189	18
892	2189	18
1659	2191	5
2617	2194	18
3211	2194	3
3049	2194	7
1418	2198	1
3163	2199	15
3228	2199	6
2395	2200	10
1334	2200	3
2092	2201	20
804	2201	20
872	2202	9
2662	2202	20
3550	2202	16
2043	2202	19
2986	2204	7
1496	2205	8
306	2205	9
1713	2205	9
2620	2207	5
1449	2207	1
2445	2208	7
3407	2208	7
2368	2208	17
2639	2208	7
565	2209	9
3413	2209	6
3322	2209	13
3245	2209	2
2484	2209	19
3237	2209	3
3091	2209	3
3185	2209	13
3763	2211	19
1931	2212	6
1554	2212	11
812	2213	16
212	2214	9
1892	2214	6
1085	2214	1
518	2214	6
2396	2214	18
2069	2214	14
384	2214	4
11	2214	18
755	2214	1
702	2214	4
326	2214	8
79	2214	11
139	2214	16
105	2214	17
507	2214	14
53	2214	15
1522	2214	4
251	2214	5
224	2214	20
127	2214	2
84	2214	4
436	2214	4
1630	2214	17
472	2214	13
317	2214	7
21	2214	18
272	2214	14
1729	2214	7
375	2214	13
350	2214	15
50	2214	9
496	2214	11
77	2214	2
96	2214	20
147	2214	10
3292	2216	18
1081	2216	15
2633	2216	11
2048	2216	1
812	2216	7
1869	2216	15
188	2216	18
2038	2216	6
565	2217	15
2026	2217	17
242	2219	11
1730	2219	20
2653	2220	9
306	2221	20
127	2221	6
3288	2222	7
3462	2222	11
3801	2222	8
3907	2222	15
3271	2222	16
3831	2223	4
2642	2223	17
1775	2225	7
2380	2225	11
844	2227	16
710	2227	5
1398	2227	12
1879	2227	15
3337	2229	15
2642	2229	15
1861	2233	2
306	2234	20
1030	2234	7
1178	2235	12
3192	2237	1
3305	2239	15
1185	2239	6
1760	2240	6
3949	2241	18
1022	2241	18
2506	2243	6
3070	2243	9
1273	2243	12
2823	2243	6
3332	2243	3
2456	2243	16
798	2243	16
3641	2244	17
3114	2244	15
2604	2244	5
3521	2245	6
2915	2247	6
2647	2247	9
2967	2247	17
3168	2247	4
3284	2247	7
4036	2248	17
2861	2251	12
3648	2251	8
3836	2251	1
3425	2251	3
731	2253	12
3574	2254	13
3108	2255	4
2357	2255	7
2688	2255	9
2787	2255	16
1138	2255	12
1926	2255	11
2385	2255	1
1019	2255	4
2847	2255	1
2268	2255	7
1097	2260	18
3288	2260	8
3081	2260	10
565	2261	20
306	2262	1
139	2262	16
147	2262	8
1031	2264	6
1729	2264	9
2759	2265	6
1212	2267	2
3545	2267	2
3677	2267	12
889	2267	5
1580	2267	5
1726	2267	9
2847	2267	11
1234	2267	3
2385	2267	19
1844	2267	19
2142	2267	14
834	2267	10
1098	2267	5
1999	2267	5
2842	2267	9
2508	2267	12
2533	2267	1
2777	2268	18
3885	2268	7
1333	2268	12
812	2268	16
3144	2268	18
3168	2268	4
2533	2268	16
3271	2268	14
2847	2268	11
2255	2268	19
1580	2268	1
1869	2268	17
948	2269	11
2695	2269	9
1552	2269	11
2924	2269	1
2346	2269	14
1840	2269	19
2349	2269	8
1605	2269	2
1760	2269	19
733	2269	3
3230	2269	15
35	2270	4
1047	2270	8
147	2270	10
436	2270	11
1374	2271	14
1093	2271	7
3836	2272	16
536	2274	8
4124	2276	9
3350	2276	15
2518	2276	2
1639	2276	8
3954	2276	7
1843	2276	11
939	2276	1
2552	2277	15
3696	2277	10
889	2277	4
2777	2277	17
3367	2277	15
3885	2277	8
3168	2277	17
3099	2277	16
2707	2277	11
3286	2277	9
3046	2277	10
3271	2277	5
1869	2277	12
2097	2277	15
2357	2280	13
1253	2280	7
1343	2280	17
3185	2280	16
733	2280	3
2976	2280	7
3008	2285	3
991	2285	10
3853	2290	6
1370	2294	17
1506	2294	18
439	2295	6
3668	2295	19
1843	2295	15
3734	2301	3
3273	2301	17
940	2301	4
79	2304	2
3061	2304	13
1707	2304	9
523	2304	2
3458	2304	18
1173	2304	19
2815	2304	16
11	2304	6
3574	2304	3
530	2304	3
1971	2304	15
507	2304	1
326	2304	1
1522	2304	13
3402	2306	4
4003	2308	1
483	2308	4
306	2308	5
2820	2311	8
2880	2311	5
2847	2311	19
1674	2311	20
2887	2311	7
2489	2312	6
3134	2313	16
3375	2313	7
2844	2313	5
610	2315	2
188	2317	18
852	2317	20
2560	2317	3
3018	2318	9
892	2318	11
2828	2318	6
2428	2318	5
1476	2318	20
2052	2318	8
507	2318	3
2189	2318	7
2006	2318	3
2503	2319	2
3475	2319	14
1891	2319	11
1643	2319	17
4099	2322	19
1162	2322	7
1531	2322	3
2122	2322	18
1576	2322	17
3061	2322	16
2572	2322	10
2786	2322	12
1325	2322	19
1398	2322	11
1970	2322	15
2372	2325	10
3650	2325	20
4138	2325	2
1085	2326	15
507	2326	20
2474	2328	1
2938	2328	6
2622	2328	19
2398	2328	19
385	2329	10
3709	2330	11
3377	2330	13
2574	2330	12
3356	2330	18
2930	2330	5
3823	2333	2
3446	2333	14
3819	2333	7
3777	2333	5
3113	2333	1
2933	2333	6
3115	2333	15
828	2333	2
2594	2333	14
1282	2333	2
2176	2333	17
2417	2333	15
2597	2333	7
2040	2334	12
1990	2335	18
3018	2335	2
472	2338	14
1729	2340	7
1697	2340	10
1936	2340	9
3129	2340	18
94	2340	9
312	2342	3
3174	2344	15
2896	2344	3
3172	2344	16
2269	2346	8
948	2346	1
2349	2346	5
795	2349	1
2606	2349	8
3405	2349	5
1370	2349	19
2423	2349	1
2814	2349	13
2016	2349	3
2269	2349	11
1669	2349	6
2940	2349	11
3230	2349	12
1456	2349	14
2346	2349	18
1605	2349	18
1760	2349	1
2101	2349	9
1840	2349	4
856	2349	13
2402	2349	19
2152	2349	8
2964	2351	3
1424	2354	18
3162	2354	15
373	2354	5
4019	2354	15
3524	2354	6
3129	2354	5
2861	2354	17
3283	2354	15
326	2355	13
305	2355	8
2722	2357	1
1580	2357	6
2012	2357	18
2554	2357	16
1999	2357	1
1019	2357	15
1333	2357	13
2280	2357	1
3895	2357	19
3271	2357	4
2665	2357	15
2546	2357	1
3270	2357	2
2553	2357	15
1869	2357	6
1903	2358	11
3192	2358	11
844	2358	20
1611	2359	1
3645	2359	8
1486	2359	19
2777	2359	3
3149	2359	2
3178	2359	13
2622	2359	19
2429	2359	7
1682	2359	13
1607	2359	2
853	2359	14
1060	2359	16
1695	2359	16
2578	2359	10
1098	2359	16
2176	2359	2
4123	2360	16
751	2360	14
654	2363	10
3407	2364	16
3407	2368	11
2208	2368	9
2639	2368	14
2445	2368	13
306	2369	11
2093	2371	4
3196	2371	17
1689	2371	6
2325	2372	6
1319	2372	20
3163	2374	10
1736	2377	3
3375	2379	20
3258	2381	11
891	2384	1
883	2384	13
436	2384	9
3654	2384	18
812	2384	6
1398	2384	7
1713	2384	16
1047	2384	17
2058	2384	19
1273	2385	4
1138	2385	19
853	2385	19
3270	2385	14
1891	2385	4
1708	2385	3
2847	2385	14
2567	2385	14
2267	2385	5
1906	2385	14
1718	2385	10
2746	2385	20
2533	2385	10
4099	2389	9
2464	2389	14
3445	2392	17
586	2394	7
1079	2394	2
770	2394	3
534	2394	3
1467	2394	5
1471	2394	19
536	2394	19
1398	2394	7
1429	2394	10
3491	2395	13
798	2395	14
654	2396	10
2689	2396	18
525	2396	11
306	2396	6
2729	2396	5
1259	2396	11
2326	2396	13
770	2396	12
461	2396	14
1919	2396	1
311	2396	4
272	2396	13
3061	2396	13
2167	2396	13
1920	2396	4
507	2396	6
291	2396	7
1415	2396	12
52	2396	6
219	2396	2
139	2396	16
375	2396	2
2917	2396	12
520	2396	1
427	2396	12
1346	2396	12
317	2396	8
892	2396	3
1988	2396	13
2002	2396	20
2069	2396	16
326	2396	19
11	2396	17
2403	2396	18
2482	2396	16
549	2396	12
30	2396	14
2006	2396	11
84	2396	12
2052	2396	20
2214	2396	1
411	2396	16
384	2396	9
350	2396	13
600	2396	16
243	2396	15
364	2396	19
474	2396	8
77	2396	10
1047	2396	3
1398	2396	15
96	2396	16
1971	2396	7
147	2396	18
4099	2397	17
3245	2398	13
2328	2398	7
1545	2398	14
1962	2398	19
2484	2398	19
766	2398	7
1891	2398	9
1717	2398	19
1193	2398	13
974	2398	13
2209	2398	12
819	2398	5
923	2398	18
3405	2402	1
1605	2402	20
2349	2402	2
1057	2403	19
2396	2403	13
1398	2403	4
3408	2404	11
908	2404	13
2320	2404	5
1843	2404	3
1863	2404	9
2529	2404	4
3879	2406	16
1795	2406	9
1066	2406	17
3700	2406	8
3475	2406	16
3453	2407	2
354	2407	7
3407	2407	17
2681	2407	6
135	2407	6
888	2410	9
2662	2411	9
1132	2411	20
244	2411	2
363	2411	20
73	2411	11
1968	2411	5
178	2411	12
2904	2411	12
305	2411	1
2044	2411	7
236	2411	13
1988	2411	14
1843	2412	10
1151	2412	4
2861	2414	9
2947	2414	11
1075	2414	19
1046	2414	7
563	2416	5
147	2416	10
119	2416	19
2087	2416	1
1015	2416	15
1198	2416	19
638	2416	16
761	2416	10
1183	2416	19
548	2416	2
1666	2416	1
3294	2416	4
1515	2416	7
986	2416	2
1709	2416	6
1555	2416	18
496	2416	2
1798	2417	10
1698	2417	8
2333	2417	1
1539	2418	20
3301	2422	15
2670	2422	3
3230	2423	17
2349	2423	18
2563	2423	14
948	2427	12
1944	2427	20
